Target ID,Algorithm,Dataset size,Metric,Value,trial,Approach
268,SVR,344,MAE,0.10130578527246467,2,Unbalanced
268,SVR,344,MSE,0.015612877003677566,2,Unbalanced
268,SVR,344,R2,0.9892405200406543,2,Unbalanced
268,SVR,344,RMSE,0.12495149860516906,2,Unbalanced
268,SVR,344,r,0.9954257469214418,2,Unbalanced
268,RFR,344,MAE,0.2371291695396655,2,Unbalanced
268,RFR,344,MSE,0.10736815915455668,2,Unbalanced
268,RFR,344,R2,0.9260081561890755,2,Unbalanced
268,RFR,344,RMSE,0.3276708091279366,2,Unbalanced
268,RFR,344,r,0.9747763768792143,2,Unbalanced
268,MR,344,MAE,0.9719254940563707,2,Unbalanced
268,MR,344,MSE,1.4533918467620268,2,Unbalanced
268,MR,344,R2,-0.001592496029331425,2,Unbalanced
268,MR,344,RMSE,1.205567022924079,2,Unbalanced
268,1-NN,344,MAE,0.005359263930009615,3,Unbalanced
268,1-NN,344,MSE,0.004229982915308853,3,Unbalanced
268,1-NN,344,R2,0.9969898915819837,3,Unbalanced
268,1-NN,344,RMSE,0.06503831882289743,3,Unbalanced
268,1-NN,344,r,0.9984985337728116,3,Unbalanced
268,kNN,344,MAE,0.37094198763522945,3,Unbalanced
268,kNN,344,MSE,0.27603177557353137,3,Unbalanced
268,kNN,344,R2,0.8035723576360602,3,Unbalanced
268,kNN,344,RMSE,0.5253872624774333,3,Unbalanced
268,kNN,344,r,0.898353683411131,3,Unbalanced
268,SVR,344,MAE,0.09821928440205117,3,Unbalanced
268,SVR,344,MSE,0.011978019309477755,3,Unbalanced
268,SVR,344,R2,0.9914762925816716,3,Unbalanced
268,SVR,344,RMSE,0.10944413784884852,3,Unbalanced
268,SVR,344,r,0.996694183352107,3,Unbalanced
268,RFR,344,MAE,0.21369805303629816,3,Unbalanced
268,RFR,344,MSE,0.07818304756848656,3,Unbalanced
268,RFR,344,R2,0.9443639715942247,3,Unbalanced
268,RFR,344,RMSE,0.2796123165536285,3,Unbalanced
268,RFR,344,r,0.9830458988449643,3,Unbalanced
268,MR,344,MAE,0.9605712572867569,3,Unbalanced
268,MR,344,MSE,1.4098910025180833,3,Unbalanced
268,MR,344,R2,-0.0032959612687233353,3,Unbalanced
268,MR,344,RMSE,1.1873883115973827,3,Unbalanced
268,1-NN,344,MAE,0.0026402024030359145,4,Unbalanced
268,1-NN,344,MSE,0.0023979100427748367,4,Unbalanced
268,1-NN,344,R2,0.9983124417599115,4,Unbalanced
268,1-NN,344,RMSE,0.04896845967329212,4,Unbalanced
268,1-NN,344,r,0.9991585298120239,4,Unbalanced
268,kNN,344,MAE,0.4228483347218638,4,Unbalanced
268,kNN,344,MSE,0.31233295355084234,4,Unbalanced
268,kNN,344,R2,0.7801919004409457,4,Unbalanced
268,kNN,344,RMSE,0.558867563516476,4,Unbalanced
268,kNN,344,r,0.8857902125176935,4,Unbalanced
268,SVR,344,MAE,0.10287221607905228,4,Unbalanced
268,SVR,344,MSE,0.015773091935107557,4,Unbalanced
268,SVR,344,R2,0.9888994954806718,4,Unbalanced
268,SVR,344,RMSE,0.12559097075469858,4,Unbalanced
268,SVR,344,r,0.9952985577130976,4,Unbalanced
268,RFR,344,MAE,0.23097081665909844,4,Unbalanced
268,RFR,344,MSE,0.08984593335918581,4,Unbalanced
268,RFR,344,R2,0.9367698360346812,4,Unbalanced
268,RFR,344,RMSE,0.2997431122798084,4,Unbalanced
268,RFR,344,r,0.9835398627916045,4,Unbalanced
268,MR,344,MAE,0.9558810339796434,4,Unbalanced
268,MR,344,MSE,1.4210189198770282,4,Unbalanced
268,MR,344,R2,-5.92786146220714e-05,4,Unbalanced
268,MR,344,RMSE,1.192064981398677,4,Unbalanced
268,1-NN,344,MAE,0.0025665308165803975,5,Unbalanced
268,1-NN,344,MSE,0.0022659556687651536,5,Unbalanced
268,1-NN,344,R2,0.9986112318593982,5,Unbalanced
268,1-NN,344,RMSE,0.04760205529979933,5,Unbalanced
268,1-NN,344,r,0.9993074773745676,5,Unbalanced
268,kNN,344,MAE,0.3991755028778198,5,Unbalanced
268,kNN,344,MSE,0.3295492232610121,5,Unbalanced
268,kNN,344,R2,0.7980245296350493,5,Unbalanced
268,kNN,344,RMSE,0.5740637797849748,5,Unbalanced
268,kNN,344,r,0.8940286568494068,5,Unbalanced
268,SVR,344,MAE,0.09661455697753207,5,Unbalanced
268,SVR,344,MSE,0.011151152709015953,5,Unbalanced
268,SVR,344,R2,0.9931656361036815,5,Unbalanced
268,SVR,344,RMSE,0.10559901850403702,5,Unbalanced
268,SVR,344,r,0.997409258225444,5,Unbalanced
268,RFR,344,MAE,0.2978994582069849,5,Unbalanced
268,RFR,344,MSE,0.14835877708866027,5,Unbalanced
268,RFR,344,R2,0.9090732683611333,5,Unbalanced
268,RFR,344,RMSE,0.38517369729598655,5,Unbalanced
268,RFR,344,r,0.9679021649028137,5,Unbalanced
268,MR,344,MAE,1.0421083842308632,5,Unbalanced
268,MR,344,MSE,1.6323501705857144,5,Unbalanced
268,MR,344,R2,-0.0004414218971766637,5,Unbalanced
268,MR,344,RMSE,1.2776345997920198,5,Unbalanced
268,1-NN,344,MAE,0.004339633371884963,6,Unbalanced
268,1-NN,344,MSE,0.0032450308995542864,6,Unbalanced
268,1-NN,344,R2,0.9977422915343195,6,Unbalanced
268,1-NN,344,RMSE,0.056965172689585404,6,Unbalanced
268,1-NN,344,r,0.9988811850496429,6,Unbalanced
268,kNN,344,MAE,0.4011654080523391,6,Unbalanced
268,kNN,344,MSE,0.33480413467594866,6,Unbalanced
268,kNN,344,R2,0.7670622707147287,6,Unbalanced
268,kNN,344,RMSE,0.5786226185312399,6,Unbalanced
268,kNN,344,r,0.877165734387285,6,Unbalanced
268,SVR,344,MAE,0.09536382956541077,6,Unbalanced
268,SVR,344,MSE,0.011250453030466073,6,Unbalanced
268,SVR,344,R2,0.9921725728241563,6,Unbalanced
268,SVR,344,RMSE,0.1060681527625803,6,Unbalanced
268,SVR,344,r,0.99698819285825,6,Unbalanced
268,RFR,344,MAE,0.23524778844513755,6,Unbalanced
268,RFR,344,MSE,0.09429558732284417,6,Unbalanced
268,RFR,344,R2,0.9343944780913058,6,Unbalanced
268,RFR,344,RMSE,0.3070758657446791,6,Unbalanced
268,RFR,344,r,0.9823821039232006,6,Unbalanced
268,MR,344,MAE,0.9517907604069928,6,Unbalanced
268,MR,344,MSE,1.4382228248870796,6,Unbalanced
268,MR,344,R2,-0.0006338761607633803,6,Unbalanced
268,MR,344,RMSE,1.1992592817598202,6,Unbalanced
268,1-NN,344,MAE,0.0022620675883245514,7,Unbalanced
268,1-NN,344,MSE,0.0017602307223070675,7,Unbalanced
268,1-NN,344,R2,0.9988300371710742,7,Unbalanced
268,1-NN,344,RMSE,0.04195510365029584,7,Unbalanced
268,1-NN,344,r,0.9994223989598554,7,Unbalanced
268,kNN,344,MAE,0.46612583216362,7,Unbalanced
268,kNN,344,MSE,0.38082694788542887,7,Unbalanced
268,kNN,344,R2,0.7468778566168636,7,Unbalanced
268,kNN,344,RMSE,0.6171117790849797,7,Unbalanced
268,kNN,344,r,0.8655797983745781,7,Unbalanced
268,SVR,344,MAE,0.09543628714342171,7,Unbalanced
268,SVR,344,MSE,0.010180578454304296,7,Unbalanced
268,SVR,344,R2,0.9932333311664464,7,Unbalanced
268,SVR,344,RMSE,0.10089885259161423,7,Unbalanced
268,SVR,344,r,0.99760256548005,7,Unbalanced
268,RFR,344,MAE,0.24368756124516283,7,Unbalanced
268,RFR,344,MSE,0.10295563041311666,7,Unbalanced
268,RFR,344,R2,0.9315690499628972,7,Unbalanced
268,RFR,344,RMSE,0.320866998011819,7,Unbalanced
268,RFR,344,r,0.9817157175688197,7,Unbalanced
268,MR,344,MAE,0.9892640322992599,7,Unbalanced
268,MR,344,MSE,1.5177080806156558,7,Unbalanced
268,MR,344,R2,-0.008766644609709662,7,Unbalanced
268,MR,344,RMSE,1.2319529538970455,7,Unbalanced
268,1-NN,344,MAE,0.010381495344861786,8,Unbalanced
268,1-NN,344,MSE,0.013280416732417083,8,Unbalanced
268,1-NN,344,R2,0.9898662694526129,8,Unbalanced
268,1-NN,344,RMSE,0.11524069043708947,8,Unbalanced
268,1-NN,344,r,0.9949897326630719,8,Unbalanced
268,kNN,344,MAE,0.39061792092485614,8,Unbalanced
268,kNN,344,MSE,0.29990189270998224,8,Unbalanced
268,kNN,344,R2,0.7711574092433459,8,Unbalanced
268,kNN,344,RMSE,0.547632990888955,8,Unbalanced
268,kNN,344,r,0.8793476408608849,8,Unbalanced
268,SVR,344,MAE,0.09997259993232592,8,Unbalanced
268,SVR,344,MSE,0.014911096643508183,8,Unbalanced
268,SVR,344,R2,0.9886219658165909,8,Unbalanced
268,SVR,344,RMSE,0.12211100132055336,8,Unbalanced
268,SVR,344,r,0.9952573465830656,8,Unbalanced
268,RFR,344,MAE,0.28522293795290077,8,Unbalanced
268,RFR,344,MSE,0.1458702680966242,8,Unbalanced
268,RFR,344,R2,0.8886924995239015,8,Unbalanced
268,RFR,344,RMSE,0.3819296638081732,8,Unbalanced
268,RFR,344,r,0.9627847115967356,8,Unbalanced
268,MR,344,MAE,0.9237368076514261,8,Unbalanced
268,MR,344,MSE,1.3106012427887175,8,Unbalanced
268,MR,344,R2,-6.499171613238985e-05,8,Unbalanced
268,MR,344,RMSE,1.1448149382274488,8,Unbalanced
268,1-NN,344,MAE,0.0,9,Unbalanced
268,1-NN,344,MSE,0.0,9,Unbalanced
268,1-NN,344,R2,1.0,9,Unbalanced
268,1-NN,344,RMSE,0.0,9,Unbalanced
268,1-NN,344,r,1.0,9,Unbalanced
268,kNN,344,MAE,0.40502666827681366,9,Unbalanced
268,kNN,344,MSE,0.30479009769982196,9,Unbalanced
268,kNN,344,R2,0.786762246526049,9,Unbalanced
268,kNN,344,RMSE,0.5520779815386789,9,Unbalanced
268,kNN,344,r,0.8884761051209118,9,Unbalanced
